"","date","fed","stock","market","trump","bank","rate","big","cramer","share","new","year","ceo","job","investor","high","apple","hike","tax","earning","rise","report","facebook","china","growth","analyst","trade","street","economy","good","buy","wall","plan","time","amazon","fall","company","hit","bitcoin","dollar","low","tech","yellen","expect","rally","price","iphone","central","early","start","cut","billion","datum","deal","economic","update","need","google","week","bond","ed","policy","oil","business","inflation","mover","sale","op","look","beat","raise","million","like","strategist","trader","sell","goldman","want","twitter","hour","global","fund","ahead","surge","jump","change","gold","chair","come","watch","drop","gain","ecb","day","yield","Date","Open","High","Low","Close","Adj.Close","Volume","Date_prev","pre_close","Rise"
"321","19-Nov-17",1,2,2,3,4,1,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,5,1,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,"2017-11-20",23370.710938,23456.880859,23360.580078,23430.330078,23430.330078,315330000,"19-Nov-17",23358.240234,"True"
"322","19-Oct-16",1,7,6,5,6,6,4,1,9,7,1,1,2,0,4,0,3,0,7,3,6,2,1,3,2,5,1,0,2,7,1,0,0,0,2,3,0,0,0,2,7,0,1,0,1,0,0,3,2,0,1,4,4,0,0,2,0,0,1,10,0,3,0,0,2,1,11,2,0,0,0,1,1,3,0,5,0,4,1,0,3,3,1,0,1,5,0,1,1,3,0,0,1,0,"2016-10-20",18161.869141,18249.050781,18129.070313,18162.349609,18162.349609,88830000,"19-Oct-16",18202.619141,"False"
"323","19-Oct-17",18,8,18,13,22,9,6,8,7,10,8,5,5,5,9,11,0,4,5,12,7,8,20,1,0,5,2,2,0,4,2,1,5,9,10,5,3,2,3,12,9,3,2,0,5,8,11,2,0,2,1,3,2,1,25,0,7,3,2,24,0,0,1,0,0,2,12,3,0,0,1,14,4,3,1,3,4,2,2,0,1,1,2,0,0,6,5,5,0,4,2,1,12,7,"2017-10-20",23205.179688,23328.839844,23201.779297,23328.630859,23328.630859,474380000,"19-Oct-17",23163.039063,"True"
"324","19-Sep-16",9,2,1,3,2,2,1,4,5,2,4,3,0,0,3,3,1,2,0,3,2,1,1,0,5,2,1,0,0,5,3,3,2,0,0,0,1,0,0,1,0,2,0,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,11,4,2,2,0,2,2,3,0,0,0,1,1,0,2,1,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,2,0,0,0,"2016-09-20",18175.359375,18227.210938,18128.800781,18129.960938,18129.960938,72450000,"19-Sep-16",18120.169922,"True"
"325","19-Sep-17",51,14,25,2,12,17,8,5,7,8,7,8,2,23,13,6,10,3,0,6,6,5,7,0,2,4,3,0,1,2,13,1,2,5,6,2,3,2,9,6,5,2,3,1,10,15,9,6,12,2,3,2,2,2,10,2,6,9,2,95,1,1,4,2,3,1,17,5,0,0,1,2,1,3,0,0,1,0,2,7,8,5,1,3,2,5,2,14,4,1,4,4,5,2,"2017-09-20",22351.380859,22413.259766,22314.679688,22412.589844,22412.589844,334560000,"19-Sep-17",22370.800781,"True"
"326","20-Apr-16",1,5,2,3,2,1,3,4,6,3,2,2,7,0,2,1,0,0,7,0,0,0,0,1,4,2,3,3,0,4,3,4,0,0,1,0,1,0,1,1,2,0,1,1,2,0,0,2,0,5,0,0,0,0,0,1,4,0,0,5,0,5,0,0,2,2,3,1,4,0,0,0,1,2,2,3,1,0,1,0,1,0,4,2,0,6,0,0,1,1,0,1,1,0,"2016-04-21",18092.839844,18107.289063,17963.890625,17982.519531,17982.519531,102720000,"20-Apr-16",18096.269531,"False"
"327","20-Apr-17",24,12,15,19,6,10,12,5,4,3,14,3,3,1,2,7,0,8,7,4,6,2,0,2,0,5,2,7,2,3,0,0,1,2,1,1,3,0,2,3,0,0,0,4,0,2,0,2,0,0,1,2,1,8,0,7,2,3,1,44,4,2,0,0,1,0,9,2,0,6,2,2,2,4,2,0,1,0,2,0,1,0,5,3,3,0,7,1,11,2,0,0,6,0,"2017-04-21",20578.099609,20601.400391,20505.330078,20547.759766,20547.759766,369600000,"20-Apr-17",20578.710938,"False"
"328","20-Aug-17",7,2,2,9,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"2017-08-21",21671.359375,21718.740234,21600.339844,21703.75,21703.75,277880000,"20-Aug-17",21674.509766,"True"
"329","20-Dec-16",2,4,7,11,2,10,5,5,0,1,8,0,1,6,5,0,0,0,0,2,0,0,0,1,6,3,0,1,7,0,4,1,4,1,4,1,4,0,8,2,2,0,2,1,0,0,0,1,0,0,3,0,2,2,0,3,0,0,0,18,0,0,2,0,1,3,13,4,0,2,2,0,3,2,1,1,0,1,2,0,0,3,0,2,0,4,0,0,0,0,2,0,2,2,"2016-12-21",19968.970703,19986.560547,19941.960938,19941.960938,19941.960938,256640000,"20-Dec-16",19974.619141,"False"
"330","20-Dec-17",4,12,12,1,20,14,12,7,3,5,5,6,9,5,12,6,2,29,0,3,11,17,0,0,3,4,5,2,4,9,3,7,0,2,4,12,0,24,0,8,1,0,0,1,0,3,5,1,4,3,0,3,2,2,5,0,3,3,3,25,4,1,1,3,0,3,25,2,1,1,3,10,0,1,1,0,1,1,2,0,2,0,1,1,13,0,0,0,4,2,1,0,5,3,"2017-12-21",24778.259766,24850.910156,24766.269531,24782.289063,24782.289063,339530000,"20-Dec-17",24726.650391,"True"
"331","20-Feb-17",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,"2017-02-21",20663.429688,20757.640625,20663.369141,20743,20743,336880000,"20-Feb-17",20624.050781,"True"
"332","20-Jan-16",3,6,13,1,2,4,2,5,2,0,2,6,0,2,0,0,1,0,2,1,0,1,2,0,1,4,1,0,3,0,0,1,2,2,7,1,0,0,0,5,2,0,1,0,7,1,0,2,3,0,0,0,0,0,0,2,0,1,0,8,0,5,2,0,2,1,5,0,0,1,0,1,0,2,5,0,1,2,2,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,"2016-01-21",15768.870117,16038.589844,15704.660156,15882.679688,15882.679688,145140000,"20-Jan-16",15766.740234,"True"
"333","20-Jul-16",0,7,2,0,1,2,0,4,4,0,2,1,0,0,3,0,0,0,10,2,5,3,0,0,0,2,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,7,2,0,0,4,0,0,1,0,6,0,0,0,0,0,0,4,1,0,1,0,2,0,4,0,4,1,1,0,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,2,0,3,0,"2016-07-21",18589.960938,18590.439453,18469.669922,18517.230469,18517.230469,86800000,"20-Jul-16",18595.029297,"False"
"334","20-Jul-17",7,15,15,3,19,24,6,8,4,11,7,7,6,2,12,0,2,1,6,3,6,11,4,6,6,4,4,2,0,12,5,0,6,11,5,5,0,3,4,22,1,0,13,5,2,5,8,5,11,2,1,0,2,8,0,0,1,2,7,42,4,5,2,8,2,1,10,0,5,0,6,2,1,0,1,0,5,3,1,2,0,0,3,1,5,0,7,4,0,3,1,23,1,0,"2017-07-21",21591.720703,21592.609375,21503.779297,21580.070313,21580.070313,362830000,"20-Jul-17",21611.779297,"False"
"335","20-Jun-16",3,3,2,1,2,0,1,1,7,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,2,1,1,0,2,1,0,0,0,2,2,1,0,1,0,2,1,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,8,0,0,1,0,0,0,2,1,2,3,0,3,0,2,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2016-06-21",17827.330078,17877.839844,17799.800781,17829.730469,17829.730469,85130000,"20-Jun-16",17804.869141,"True"
"336","20-Jun-17",28,5,11,11,7,9,8,13,15,6,12,24,2,2,3,5,11,5,0,7,2,2,4,1,3,2,1,4,6,3,1,0,2,26,12,8,2,0,3,3,11,2,0,4,5,5,2,2,2,1,6,2,0,1,0,9,8,2,9,54,3,7,0,0,2,1,19,5,0,0,2,11,1,2,13,8,1,3,1,4,1,4,0,0,0,12,3,1,0,0,0,0,3,0,"2017-06-21",21466.390625,21492.619141,21390,21410.029297,21410.029297,292500000,"20-Jun-17",21467.140625,"False"
"337","20-Mar-16",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2016-03-21",17589.699219,17644.970703,17551.279297,17623.869141,17623.869141,84410000,"20-Mar-16",17602.300781,"True"
"338","20-Mar-17",27,2,5,17,3,10,0,1,4,3,3,6,6,1,7,1,6,2,0,0,2,0,5,0,2,0,0,0,0,2,0,0,0,0,3,0,3,0,4,3,0,7,3,3,1,1,2,2,0,0,8,0,2,0,0,5,0,2,0,52,1,0,9,0,1,3,12,0,1,0,0,0,0,0,0,8,6,0,2,2,2,0,0,0,4,8,0,32,3,0,2,3,1,0,"2017-03-21",20956.330078,20970.039063,20653.259766,20668.009766,20668.009766,369320000,"20-Mar-17",20905.859375,"False"
"339","20-Nov-16",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2016-11-21",18898.679688,18960.759766,18883.099609,18956.689453,18956.689453,80520000,"20-Nov-16",18867.929688,"True"
"340","20-Nov-17",15,18,12,3,10,4,3,6,12,10,8,10,0,3,2,3,0,7,1,13,4,0,0,0,6,0,8,4,4,0,8,2,14,13,4,4,2,3,2,7,1,7,0,4,1,0,1,4,0,2,2,1,4,6,4,4,0,4,0,38,0,0,2,0,0,3,17,0,0,0,0,3,2,0,3,9,2,0,2,0,1,0,1,0,1,10,0,0,2,2,0,0,7,3,"2017-11-21",23500.150391,23617.800781,23500.150391,23590.830078,23590.830078,329650000,"20-Nov-17",23430.330078,"True"
"341","20-Oct-16",4,9,4,7,0,6,3,3,9,0,3,6,2,3,2,3,2,0,14,4,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,7,3,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,9,0,3,2,0,1,0,3,0,7,0,0,3,0,1,0,0,0,1,2,0,1,0,0,6,0,0,0,0,2,0,0,0,5,1,"2016-10-21",18152.630859,18168.759766,18049.769531,18145.710938,18145.710938,117810000,"20-Oct-16",18162.349609,"False"
"342","20-Sep-16",8,5,2,3,2,5,2,4,4,0,0,4,0,3,1,2,4,0,2,0,0,0,0,2,4,2,2,0,2,1,2,0,1,0,2,1,1,2,0,2,2,0,2,0,2,0,0,1,4,2,0,1,0,0,0,1,0,0,0,13,0,1,0,0,1,1,2,1,0,0,0,0,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,2,0,6,0,"2016-09-21",18164.960938,18307.429688,18121.570313,18293.699219,18293.699219,94090000,"20-Sep-16",18129.960938,"True"
"343","20-Sep-17",137,15,25,1,20,49,19,16,5,25,12,12,3,16,10,12,12,9,1,2,6,10,3,1,6,11,3,9,5,0,5,7,2,1,3,1,18,5,10,13,3,33,4,2,1,3,5,6,3,14,0,4,2,13,5,4,5,3,9,187,6,1,8,2,1,6,45,6,0,0,2,20,0,7,1,3,0,0,2,12,1,5,8,2,34,4,16,15,11,1,1,3,2,5,"2017-09-21",22414.019531,22419.509766,22356.550781,22359.230469,22359.230469,287390000,"20-Sep-17",22412.589844,"False"
"344","21-Apr-16",2,13,11,0,1,5,0,3,2,0,4,0,5,2,3,2,0,0,10,2,2,1,1,0,1,3,3,0,4,4,3,0,2,0,8,0,1,0,0,4,1,0,2,0,2,0,0,2,2,0,3,0,3,0,0,1,3,0,0,8,0,1,2,0,2,2,9,4,1,2,0,1,2,1,1,0,2,0,0,0,1,1,1,3,0,0,0,1,2,3,0,1,3,0,"2016-04-22",17985.050781,18026.849609,17909.890625,18003.75,18003.75,134120000,"21-Apr-16",17982.519531,"True"
"345","21-Aug-16",0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-08-22",18535.859375,18570.919922,18466.859375,18529.419922,18529.419922,73450000,"21-Aug-16",18552.570313,"False"
"346","21-Aug-17",0,7,6,5,8,5,3,2,2,2,2,0,2,9,6,4,1,7,1,0,1,3,4,3,1,5,2,4,2,0,2,0,0,3,5,6,3,0,0,0,1,0,0,0,3,0,7,8,0,4,0,0,0,1,4,0,8,1,4,13,0,1,4,0,2,1,10,1,0,2,0,0,4,2,0,0,0,0,1,4,1,6,3,0,1,3,0,1,7,0,0,1,2,3,"2017-08-22",21739.779297,21912.830078,21738.130859,21899.890625,21899.890625,244980000,"21-Aug-17",21703.75,"True"
"347","21-Dec-16",0,4,12,10,7,10,3,6,5,4,7,0,2,1,5,0,0,5,0,4,1,1,0,0,6,3,2,2,10,4,2,4,4,0,0,2,4,0,9,0,1,0,0,19,0,0,0,1,0,1,1,0,3,0,0,1,0,0,0,14,1,0,0,2,1,3,14,6,0,0,0,5,7,2,0,0,8,3,2,0,1,0,2,0,0,2,0,1,0,0,2,2,1,0,"2016-12-22",19922.679688,19933.830078,19882.189453,19918.880859,19918.880859,258290000,"21-Dec-16",19941.960938,"False"
"348","21-Dec-17",12,12,15,3,12,1,13,4,2,11,10,0,14,2,4,11,1,25,2,9,5,2,12,4,4,3,1,0,1,1,1,2,2,7,0,1,4,18,6,7,10,0,10,5,0,7,3,1,1,5,2,4,0,8,5,0,0,9,9,27,5,0,0,2,0,1,6,9,2,1,2,1,0,2,13,2,3,0,2,0,6,1,2,0,4,4,11,1,2,0,0,0,3,4,"2017-12-22",24764.039063,24784.150391,24717.509766,24754.060547,24754.060547,255140000,"21-Dec-17",24782.289063,"False"
"349","21-Feb-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-22",16417.130859,16664.240234,16417.130859,16620.660156,16620.660156,102240000,"21-Feb-16",16391.990234,"True"
"350","21-Feb-17",8,4,3,10,5,10,1,1,6,3,1,5,2,4,6,2,5,4,2,0,2,0,4,5,0,2,6,4,1,1,6,1,2,0,0,1,3,0,2,0,3,0,6,1,0,0,2,2,0,6,0,1,0,4,0,0,0,0,0,15,0,0,3,0,2,2,4,0,3,4,0,0,1,1,1,4,0,0,1,0,0,1,1,1,0,4,0,4,0,0,2,0,5,0,"2017-02-22",20715.410156,20781.589844,20692.390625,20775.599609,20775.599609,310530000,"21-Feb-17",20743,"True"
"351","21-Jan-16",0,8,6,3,3,3,1,4,0,4,1,3,0,2,0,2,0,0,0,0,1,0,0,0,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,4,0,6,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,0,0,0,0,0,1,0,0,0,2,0,"2016-01-22",15921.099609,16136.790039,15921.099609,16093.509766,16093.509766,145850000,"21-Jan-16",15882.679688,"True"
"352","21-Jan-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2018-01-22",26025.320313,26215.230469,25974.650391,26214.599609,26214.599609,431200000,"21-Jan-18",26071.720703,"True"
"353","21-Jul-16",0,5,3,2,1,3,2,0,8,4,0,6,3,3,1,0,0,0,7,1,0,0,0,0,1,3,2,1,1,2,1,1,2,2,2,3,1,0,0,2,6,0,2,3,0,0,0,2,0,3,0,0,1,0,0,0,0,1,0,4,0,1,1,0,2,3,7,1,5,1,0,0,0,3,1,3,0,0,1,1,0,0,1,1,0,3,0,0,1,5,3,0,0,0,"2016-07-22",18524.150391,18571.300781,18491.589844,18570.849609,18570.849609,87710000,"21-Jul-16",18517.230469,"True"
"354","21-Jun-16",1,5,3,5,3,0,2,3,12,4,0,0,1,0,3,0,0,0,0,2,5,1,2,0,0,2,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,7,0,3,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,6,3,0,2,0,1,0,6,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,"2016-06-22",17832.669922,17920.160156,17770.359375,17780.830078,17780.830078,89440000,"21-Jun-16",17829.730469,"False"
"355","21-Jun-17",16,13,19,2,10,7,4,6,4,6,12,18,2,5,0,6,2,0,4,8,3,0,2,1,4,2,2,0,2,2,2,0,0,1,2,2,0,0,2,9,5,0,0,2,5,6,0,2,8,0,0,0,5,0,0,0,3,0,8,29,5,9,0,0,2,5,16,6,3,3,7,0,0,1,3,6,2,0,1,0,0,1,1,7,1,8,0,0,5,2,1,0,1,0,"2017-06-22",21407.980469,21456.470703,21394.810547,21397.289063,21397.289063,270680000,"21-Jun-17",21410.029297,"False"
"356","21-Mar-16",11,8,1,0,4,11,2,3,0,3,9,2,0,0,4,2,0,0,0,0,1,4,1,1,0,4,3,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,2,0,1,2,0,2,0,7,0,0,1,0,0,0,0,0,0,13,0,4,0,0,1,0,2,2,0,0,0,1,0,1,0,0,0,2,2,1,1,1,0,0,3,0,0,0,1,0,1,0,1,0,"2016-03-22",17602.710938,17648.939453,17540.419922,17582.570313,17582.570313,95450000,"21-Mar-16",17623.869141,"False"
"357","21-Mar-17",0,11,5,7,2,8,0,3,7,0,1,3,2,3,2,2,4,0,0,3,0,0,2,1,3,1,3,0,3,2,3,0,1,0,1,0,2,0,0,3,0,0,0,2,0,2,0,1,3,0,0,0,0,0,0,0,2,2,1,6,1,0,2,3,1,0,5,3,0,0,0,0,3,0,3,1,0,0,1,0,0,0,3,0,0,1,1,4,0,0,1,0,3,0,"2017-03-22",20640.419922,20686.210938,20578.949219,20661.300781,20661.300781,325090000,"21-Mar-17",20668.009766,"False"
"358","21-May-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,"2017-05-22",20867.769531,20914.259766,20860.160156,20894.830078,20894.830078,276120000,"21-May-17",20804.839844,"True"
"359","21-Nov-16",4,7,4,16,1,1,3,1,7,1,1,4,0,1,3,2,0,0,0,3,0,1,0,0,2,3,0,5,1,6,0,4,1,2,4,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,5,3,0,2,0,3,1,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,"2016-11-22",18970.390625,19043.900391,18962.820313,19023.869141,19023.869141,85310000,"21-Nov-16",18956.689453,"True"
"360","21-Nov-17",9,18,18,3,11,7,12,13,2,7,6,11,2,5,4,0,1,11,1,6,2,9,3,1,4,5,2,1,3,1,2,6,22,5,0,10,1,6,3,6,6,6,3,5,3,0,2,1,1,8,9,5,10,2,4,1,3,0,2,22,0,0,2,1,0,3,3,0,4,5,2,0,2,0,5,2,1,0,2,0,0,3,1,0,5,7,5,8,11,0,1,0,14,7,"2017-11-22",23597.240234,23605.769531,23507.609375,23526.179688,23526.179688,268760000,"21-Nov-17",23590.830078,"False"
"361","21-Sep-16",19,0,3,0,2,13,0,2,8,0,4,1,0,0,3,0,10,0,2,4,0,1,0,4,0,3,0,0,4,2,0,0,2,0,4,2,1,0,0,1,0,2,3,0,3,0,0,1,0,2,1,0,0,0,0,2,1,0,1,23,0,0,0,0,1,2,6,1,0,0,0,4,2,1,0,0,0,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,2,1,"2016-09-22",18343.759766,18449.880859,18343.759766,18392.460938,18392.460938,73030000,"21-Sep-16",18293.699219,"True"
"362","21-Sep-17",53,20,13,8,29,25,3,2,1,5,15,5,3,5,5,2,22,2,0,5,4,12,10,4,1,1,4,0,0,3,4,2,3,2,4,4,6,2,7,14,3,4,5,5,0,0,6,3,1,5,5,0,0,13,7,3,4,4,1,72,3,0,4,0,0,2,23,4,0,3,5,7,1,0,1,0,0,0,2,2,0,0,1,2,3,3,0,8,0,7,1,1,1,3,"2017-09-22",22334.070313,22364.310547,22299.580078,22349.589844,22349.589844,297140000,"21-Sep-17",22359.230469,"False"
"363","22-Aug-16",0,1,2,0,1,0,5,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,2,1,0,0,2,1,1,2,0,1,0,0,1,0,0,1,6,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,"2016-08-23",18568.939453,18631.599609,18545.519531,18547.300781,18547.300781,73990000,"22-Aug-16",18529.419922,"True"
"364","22-Aug-17",7,12,32,9,23,10,22,7,5,10,3,4,1,8,7,2,0,2,3,11,5,16,6,3,5,6,1,1,1,5,2,2,3,13,8,4,1,0,5,5,18,0,0,6,1,3,5,2,8,4,2,3,2,6,5,8,10,0,1,25,4,1,5,0,2,7,14,0,3,2,1,7,2,0,0,1,0,0,2,1,4,3,1,0,0,3,0,2,0,7,4,0,4,5,"2017-08-23",21850.269531,21866.660156,21808.390625,21812.089844,21812.089844,234810000,"22-Aug-17",21899.890625,"False"
"365","22-Dec-16",0,8,7,8,6,10,1,4,2,5,8,1,6,4,10,0,0,3,0,6,0,0,2,2,3,4,2,3,5,1,2,2,2,2,0,0,2,0,6,5,3,0,0,1,0,0,2,0,0,4,1,6,0,4,0,2,0,3,0,17,0,0,0,0,0,0,8,1,1,0,0,0,0,2,1,0,2,0,1,0,1,0,0,3,3,2,0,3,1,1,3,0,2,0,"2016-12-23",19908.609375,19934.150391,19899.060547,19933.810547,19933.810547,158260000,"22-Dec-16",19918.880859,"True"
"366","22-Feb-16",0,2,0,1,0,0,2,2,2,1,0,0,2,0,0,7,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"2016-02-23",16610.390625,16610.390625,16403.529297,16431.779297,16431.779297,98170000,"22-Feb-16",16620.660156,"False"
"367","22-Feb-17",38,6,4,14,3,15,1,3,9,2,17,4,1,1,5,0,13,2,10,5,0,1,0,2,1,4,3,0,0,3,3,4,2,0,0,1,3,0,7,1,1,0,2,2,3,0,0,2,0,0,0,2,0,0,0,10,0,0,0,55,7,7,0,0,2,5,3,0,5,0,0,0,0,2,1,3,7,0,1,0,3,0,1,3,0,3,0,1,0,0,3,0,2,0,"2017-02-23",20817.210938,20840.699219,20746.410156,20810.320313,20810.320313,302110000,"22-Feb-17",20775.599609,"True"
"368","22-Jan-17",0,0,1,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-01-23",19794.789063,19833.980469,19732.359375,19799.849609,19799.849609,326690000,"22-Jan-17",19827.25,"False"
"369","22-Jan-18",0,21,23,10,12,0,4,10,5,9,11,5,3,7,5,6,0,13,0,0,2,3,9,4,0,8,5,5,3,0,5,1,0,0,3,2,3,4,2,4,4,0,0,3,0,3,6,5,0,3,1,0,6,1,1,0,5,8,0,9,6,0,0,0,0,1,14,2,1,2,4,2,0,2,2,0,2,4,5,8,0,0,2,3,6,0,1,0,0,2,0,0,3,3,"2018-01-23",26214.869141,26246.189453,26143.900391,26210.810547,26210.810547,433490000,"22-Jan-18",26214.599609,"False"
"370","22-Jun-16",9,3,5,1,0,7,1,2,5,1,2,1,0,1,0,0,0,0,0,0,5,1,0,0,0,3,2,3,0,2,2,0,2,0,2,0,0,0,0,6,3,0,1,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,2,13,1,2,0,0,1,0,3,2,1,0,0,0,2,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,0,0,1,0,"2016-06-23",17844.109375,18011.070313,17844.109375,18011.070313,18011.070313,98070000,"22-Jun-16",17780.830078,"True"
"371","22-Jun-17",4,4,7,7,6,2,6,3,1,11,6,11,9,3,5,0,0,3,4,8,4,4,8,1,1,2,1,4,3,2,1,0,4,9,4,2,6,0,5,5,5,0,0,0,5,0,4,1,3,1,12,1,3,2,0,4,0,0,0,17,1,7,5,0,1,0,18,4,0,1,5,4,2,1,0,1,3,1,1,0,5,0,1,0,1,3,0,4,0,1,0,0,1,3,"2017-06-23",21380.919922,21421.789063,21333.890625,21394.759766,21394.759766,368400000,"22-Jun-17",21397.289063,"False"
"372","22-Mar-16",2,6,5,1,0,1,0,2,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,3,0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-03-23",17588.810547,17588.810547,17486.269531,17502.589844,17502.589844,84240000,"22-Mar-16",17582.570313,"False"
