"","date","PRON","fed","stock","market","trump","bank","rate","big","cramer","share","new","year","ceo","job","investor","high","apple","hike","tax","earning","rise","report","facebook","china","growth","analyst","trade","street","economy","good","buy","wall","plan","time","amazon","fall","company","hit","bitcoin","dollar","low","tech","yellen","expect","rally","price","iphone","central","early","start","cut","billion","datum","deal","economic","update","need","google","week","bond","ed","policy","oil","business","inflation","mover","sale","op","look","beat","raise","million","like","strategist","trader","sell","goldman","want","twitter","hour","global","fund","ahead","surge","jump","change","gold","chair","come","watch","drop","gain","ecb","day","yield"
"1007","26-Aug-16",30,14,7,5,0,1,11,2,4,13,0,4,0,2,1,2,2,3,0,4,1,2,0,0,2,3,1,1,2,7,2,1,0,8,4,3,0,0,0,1,3,5,10,0,0,4,4,0,2,0,0,3,0,3,0,4,4,0,1,2,25,2,2,1,0,2,0,9,0,2,12,1,0,0,0,3,0,1,0,0,1,0,0,0,1,2,1,0,0,1,0,4,0,2,0
"1008","26-Aug-17",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1009","26-Dec-13",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010","26-Dec-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1011","26-Dec-16",0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1012","26-Dec-17",24,0,17,7,0,0,1,3,4,2,2,5,1,0,2,1,9,0,2,0,2,5,2,2,0,4,0,0,0,0,7,0,0,1,1,3,2,3,11,1,2,2,0,0,1,0,3,0,0,2,7,4,2,3,2,0,4,0,0,0,8,0,0,0,0,0,0,8,0,0,0,3,1,1,0,0,0,0,0,2,0,0,2,0,2,2,0,3,3,0,2,0,0,2,0
"1013","26-Feb-14",4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1014","26-Feb-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015","26-Feb-16",7,0,10,5,1,1,1,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,3,0,2,0,4,0,1,3,0,0,1,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,4,0,0,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
"1016","26-Feb-17",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017","26-Jan-16",4,11,5,4,0,0,3,3,4,1,0,2,1,0,0,1,7,1,0,4,2,0,2,2,0,0,4,2,1,0,5,2,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,16,0,4,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0
"1018","26-Jan-17",40,5,6,4,48,4,7,2,3,5,1,3,4,8,2,0,0,0,7,5,3,2,2,4,0,0,7,1,0,6,0,7,4,8,0,0,2,7,0,0,4,0,0,0,4,2,0,0,2,0,2,8,0,7,2,0,0,0,0,0,29,1,2,0,0,2,3,34,0,2,0,4,4,7,0,2,1,0,2,3,0,2,0,0,4,0,6,0,6,1,1,1,0,1,0
"1019","26-Jan-18",54,0,10,10,37,14,4,13,5,0,7,11,3,0,6,9,6,0,11,5,2,6,7,3,6,13,9,2,1,8,3,2,4,0,3,0,7,0,8,14,3,5,0,3,3,0,0,2,0,2,8,4,0,4,5,1,0,1,4,0,20,0,1,0,3,0,0,22,4,1,0,3,0,0,0,4,0,2,3,0,5,3,0,4,0,6,0,5,4,1,0,4,0,2,6
"1020","26-Jul-16",8,1,3,2,2,3,1,4,2,5,1,0,0,2,1,2,2,0,0,2,3,1,0,0,4,2,1,3,0,0,1,3,3,2,0,4,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0,0,0,4,0,3,1,0,2,1,0,4,0,0,0,1,0,1,1,3,1,7,1,2,0,1,0,0,0,3,0,0,0,0,2,0,0,0
"1021","26-Jul-17",55,53,18,15,11,4,26,3,6,5,20,7,7,2,4,5,4,7,1,14,10,9,16,3,2,2,9,4,1,5,6,4,6,1,8,2,7,12,0,8,9,1,2,0,1,0,0,2,2,1,0,7,2,2,0,0,0,0,0,5,96,12,0,4,2,2,0,12,1,5,0,0,5,1,3,1,0,5,0,2,3,3,2,1,3,24,0,2,1,6,2,1,0,12,3
"1022","26-Jun-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023","26-Jun-17",25,23,13,10,7,7,16,1,4,4,8,15,0,4,6,1,4,10,0,0,2,10,9,1,0,9,1,6,0,8,0,6,4,3,11,1,6,8,2,6,13,2,0,0,0,0,2,4,2,2,2,5,0,5,0,0,5,3,4,1,39,7,2,0,8,2,3,7,7,1,0,3,2,0,1,0,1,0,2,1,4,1,2,1,0,0,1,0,5,4,0,1,0,0,6
"1024","26-Mar-14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025","26-Mar-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1026","26-Mar-16",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1027","26-Mar-17",0,0,0,0,0,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028","26-May-15",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029","26-May-16",12,5,6,6,8,4,7,1,4,6,2,2,3,4,0,2,3,5,0,0,2,0,4,0,0,5,5,6,0,5,2,4,2,4,2,2,5,5,0,2,0,5,0,2,0,3,0,0,4,4,2,1,0,0,0,0,0,2,2,2,7,0,5,1,0,1,0,13,2,4,10,4,0,2,3,0,0,1,1,1,0,1,0,8,0,0,0,0,4,0,0,0,0,0,0
"1030","26-May-17",14,6,9,8,6,0,9,12,4,7,2,9,2,3,2,4,4,0,0,4,1,3,2,0,0,3,0,0,8,2,3,0,0,10,2,2,2,0,4,2,1,7,0,0,3,0,2,0,3,0,2,3,5,0,0,0,2,2,2,1,20,0,4,0,7,3,1,13,6,3,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0
"1031","26-Nov-14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032","26-Nov-17",4,0,1,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1033","26-Oct-15",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034","26-Oct-16",18,1,4,6,0,4,3,1,2,5,1,2,5,0,2,4,9,0,0,7,3,2,2,2,3,2,4,0,0,4,2,0,0,1,0,0,1,1,0,0,5,1,0,3,0,0,0,0,4,0,0,3,0,1,2,0,0,0,0,1,7,2,0,0,0,2,5,13,5,0,1,0,3,3,1,0,0,0,1,0,2,0,0,1,0,0,0,0,3,0,1,0,0,3,0
"1035","26-Oct-17",40,32,18,16,20,29,26,10,11,10,2,13,21,3,8,6,0,0,15,20,3,4,1,5,5,2,1,8,3,2,8,4,5,16,7,1,6,3,2,10,7,11,10,7,0,1,0,6,4,2,7,13,0,11,1,12,1,0,6,13,51,5,0,3,2,0,2,21,3,16,2,1,6,2,0,2,1,5,16,2,4,0,5,5,2,2,4,18,1,0,4,2,35,6,3
"1036","26-Sep-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1037","26-Sep-16",11,0,5,1,3,6,1,2,2,7,2,0,1,2,0,0,1,0,2,0,0,1,0,0,0,3,2,1,0,0,7,1,0,5,0,1,0,0,0,2,1,0,0,2,0,2,0,0,2,0,1,1,2,2,0,0,0,1,0,1,5,0,0,0,0,1,3,7,0,0,1,2,0,0,1,0,2,0,5,0,1,2,2,0,2,0,2,0,0,0,0,0,0,2,0
"1038","26-Sep-17",63,26,13,10,17,20,5,9,10,7,15,6,29,0,9,8,9,5,10,0,7,0,6,5,0,2,7,3,13,4,1,3,5,0,2,4,1,8,1,4,21,16,21,6,5,3,3,2,5,1,2,5,9,6,2,5,5,0,0,5,47,6,2,7,20,2,3,17,3,4,1,12,4,0,0,1,0,3,4,2,0,6,9,0,0,8,3,6,3,12,4,0,0,7,2
"1039","27-Apr-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040","27-Apr-16",21,22,4,8,4,0,16,2,4,6,4,1,2,4,1,2,11,5,3,7,0,2,7,0,4,8,6,2,4,3,1,2,0,0,1,1,2,1,0,1,3,4,0,2,1,0,1,0,3,2,2,0,0,0,2,0,0,1,2,1,26,0,2,2,0,2,3,9,1,0,7,2,6,2,4,0,0,0,10,2,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0
"1041","27-Apr-17",15,0,3,7,11,4,8,3,2,1,10,1,0,7,3,5,2,0,11,9,0,8,8,3,1,0,0,1,0,1,1,1,8,3,6,0,4,3,0,4,7,6,0,5,1,2,0,0,2,4,0,2,0,0,4,1,2,12,1,1,13,5,3,5,0,2,4,7,5,2,5,4,2,2,0,0,0,2,0,2,1,0,2,5,1,3,0,0,0,2,0,0,8,4,0
"1042","27-Aug-14",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1043","27-Aug-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1044","27-Aug-17",1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,5,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1045","27-Dec-13",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046","27-Dec-14",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047","27-Dec-16",10,0,2,11,3,2,3,1,2,0,5,6,4,0,4,12,0,0,0,0,0,1,0,0,1,2,2,1,0,2,1,1,0,2,2,0,0,6,0,2,0,0,0,3,2,3,0,0,1,1,3,3,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,3,0,0,0,1,1,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1048","27-Dec-17",24,0,18,5,0,9,1,7,7,3,6,4,0,0,5,2,9,0,5,2,3,0,0,2,0,10,6,4,0,2,0,4,0,0,5,6,6,0,9,0,2,2,0,8,2,2,5,0,0,0,3,4,1,2,3,3,5,6,0,4,30,4,0,0,0,0,2,6,1,4,0,0,0,1,0,2,0,9,0,2,0,0,0,0,3,0,3,0,2,2,0,9,0,8,3
"1049","27-Feb-14",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050","27-Feb-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1051","27-Feb-17",18,13,16,19,6,1,14,6,2,11,2,5,4,0,2,0,2,10,0,5,0,2,1,4,1,4,1,4,1,0,2,3,2,2,0,0,4,0,0,0,4,0,0,2,3,2,0,0,2,0,0,4,0,1,0,0,0,1,2,6,26,0,0,0,0,2,3,5,2,5,0,0,2,1,1,4,5,0,0,1,0,4,2,1,5,0,5,0,6,0,1,1,0,0,1
"1052","27-Jan-14",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053","27-Jan-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054","27-Jan-16",17,15,1,4,0,1,5,0,3,0,1,2,0,0,1,0,10,4,0,2,0,2,2,1,1,5,4,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,2,0,4,0,2,0,0,0,0,0,1,0,0,0,21,0,3,0,0,2,2,3,4,0,0,1,0,0,1,0,1,2,3,2,1,1,1,0,0,0,2,0,0,0,0,1,0,2,0
"1055","27-Jan-17",27,0,8,3,34,0,2,2,6,5,2,2,7,0,1,0,2,2,11,4,3,3,4,2,2,2,2,0,2,2,3,2,2,2,2,3,3,4,0,0,0,1,0,2,1,2,0,0,2,0,2,1,0,0,0,0,6,4,7,0,11,0,0,0,0,2,1,9,1,1,0,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,3,1,0,3,0
"1056","27-Jan-18",12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0
"1057","27-Jul-15",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058","27-Jul-16",11,11,3,4,0,0,1,0,2,14,7,0,0,0,2,2,8,1,0,9,0,1,1,0,0,4,1,2,0,0,2,0,0,0,0,0,0,2,0,2,0,6,0,0,0,1,0,0,2,2,0,4,0,0,0,0,0,0,2,0,17,0,0,0,0,2,0,8,0,6,2,0,0,0,0,1,0,0,5,1,0,1,0,2,0,0,0,0,3,1,2,0,0,1,0
"1059","27-Jul-17",27,13,6,12,9,18,10,9,12,7,4,3,4,8,10,2,6,0,2,24,10,9,11,3,12,1,0,6,0,8,3,5,10,4,10,4,0,7,0,1,7,4,0,8,3,0,0,0,1,3,0,9,2,0,2,0,0,9,0,3,39,0,2,2,0,1,0,14,4,8,2,5,1,2,0,1,0,0,8,1,0,2,0,2,4,0,1,0,0,6,0,0,0,5,0
"1060","27-Jun-14",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","27-Jun-16",3,0,7,7,1,5,2,0,5,2,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,6,0,0,2,4,0,2,1,2,2,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,1,0,2,0,1,2,4,1,0,0,0,0,1,2,3,1,0,0,2,1,0,1,0,0,1,2,0,0,0,0,1,0,1,0
"1062","27-Jun-17",45,16,10,3,16,33,12,1,3,4,3,4,15,0,2,1,0,4,4,1,3,2,11,2,13,2,4,0,1,5,1,0,1,9,6,1,6,5,0,0,16,6,19,13,0,4,3,12,2,5,0,17,0,2,12,0,3,15,2,3,24,2,4,2,2,1,2,26,3,1,5,1,12,0,1,1,0,0,0,1,8,2,2,2,3,5,0,7,2,5,0,3,17,5,0
"1063","27-Mar-14",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1064","27-Mar-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1065","27-Mar-17",1,8,7,11,6,12,0,1,4,2,3,4,6,0,2,3,1,0,3,4,5,0,2,0,0,3,8,0,3,4,4,0,0,0,0,6,0,0,1,0,2,2,0,3,2,2,1,0,2,0,0,2,0,0,0,0,0,0,3,0,27,7,0,2,0,2,0,15,0,0,1,0,4,0,5,1,4,3,0,2,1,0,2,0,1,0,4,0,2,3,2,0,11,0,0
"1066","27-May-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","27-May-15",5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068","27-May-16",11,0,5,2,2,4,0,6,3,2,2,0,0,0,0,2,0,0,0,2,1,2,4,0,2,0,5,1,1,1,2,1,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,2,0,1,0,1,0,5,0,2,2,0,2,2,1,0,4,4,0,5,0,5,0,0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,0,1,0
"1069","27-May-17",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070","27-Nov-15",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1071","27-Nov-16",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072","27-Nov-17",23,27,13,28,9,4,7,6,0,3,11,0,2,0,1,3,0,0,10,0,4,0,1,2,1,4,1,11,13,3,5,11,7,1,0,0,4,0,14,2,10,1,0,0,3,4,2,1,0,2,1,2,5,0,0,0,6,0,7,0,42,0,1,1,8,0,8,9,0,0,0,0,1,7,1,0,3,3,0,3,0,1,5,1,0,1,3,11,0,0,0,0,0,16,3
"1073","27-Oct-14",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074","27-Oct-15",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
